id_infraccion,fecha_infraccion,ao_infraccion,mes,categoria,articulo,fraccion,inciso,parrafo,placa,color,marca_general,marca,submarca,en_la_calle,entre_calle,y_calle,colonia,alcaldia,codigo_postal,longitud,latitud
id-4225920099,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7915C5,AZUL,OTRA,ITALIKA,DESCONOCIDO,eje 4,vizcainas,plaza mayor,ALFONSO  ORTIZ TIRADO,Iztapalapa,,NA,NA
id-4225914418,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976413,GRIS,OTRA,ITALIKA,DESCONOCIDO,la viga,Rodolfo usigli,Atancio g. zaravia,HEROES CHURUBUSCO,Iztapalapa,,NA,NA
id-4225920747,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3990104,ANARANJADO,OTRA,KTM,PISTA,Emiliano Zapata,circunvalacion,rosario,ZONA CENTRO,Venustiano Carranza,,NA,NA
id-4225918386,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3990103,AZUL,OTRA,ITALIKA,DESCONOCIDO,Berriozábal ,Nicolas Bravo Vidal Alcocer,Vidal Alcocer,ZONA CENTRO,Venustiano Carranza,,NA,NA
id-4225915101,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LN3942581,NEGRO,OTRA,VENTO,PHANTOM,canal nacional ,santa Ana ,eje 3, CULHUACAN CTM,Coyoacán,,NA,NA
id-4225913848,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,XO3970439,BLANCO,HONDA,HONDA,DESCONOCIDO,camino a nativitas ,zacapa,calle del mercado,BARRIO XALTOCAN,Xochimilco,,NA,NA
id-4225916290,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980499,AZUL,OTRA,ITALIKA,SinValor,eje 6,Plutarco ,Plutarco ,NATIVITAS ,Benito Juárez,,NA,NA
id-4225917860,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1L3ED,AZUL,OTRA,ITALIKA,SinValor,Isabel la católica ,cadiz,cadiz,ALAMOS,Benito Juárez,,NA,NA
id-4225919970,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7D3ET,NEGRO,OTRA,DINAMO,PISTA,boulevard nuevo leon,Campeche ,cerrada de boulevard ,BARR SANTA CRUZ,Milpa Alta,,NA,NA
id-4225915309,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,94KFT4,ROSA,HONDA,HONDA,DESCONOCIDO,ferrocarril de cintura ,mecanicos ,xx, MORELOS,Venustiano Carranza,,NA,NA
id-4225917037,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980504,ROSA,OTRA,VENTO,SinValor,eje central ,correspondencia ,correspondencia ,POSTAL,Benito Juárez,,NA,NA
id-4225915910,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980497,AZUL,OTRA,ITALIKA,SinValor,San Francisco ,eje 5,eje 5,COL DEL VALLE,Benito Juárez,,NA,NA
id-4225917730,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984436,NEGRO/ROJO,OTRA,ITALIKA,DESCONOCIDO,Tlalpan ,circuito Estadio Azteca ,Acoxpa,EJIDO VIEJO DE SANTA URSULA,Coyoacán,,NA,NA
id-4225921386,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,170XKH,CREMA,CHRYSLER,JEEP,DESCONOCIDO,Diagonal San Antonio,albein,mitla,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225915859,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,PI3981339,NEGRO/ROJO,OTRA,BAJAJ,TRABAJO,canal de chalco,la gosta,..,COL. DEL MAR,Tláhuac,,NA,NA
id-4225916559,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,PZJ711D,BLANCO,GMC,GMC,YUKON DENALI 1500 AWD,Avenida Tamaulipas,prolongación paseo de la reforma ,avenida santa fe ,CONTADERO,Cuajimalpa de Morelos,,NA,NA
id-4225917587,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980505,BLANCO,HONDA,HONDA,FIT EV,bulgaria ,Miguel Lauren,Miguel lauren,LETRA VALLE,Benito Juárez,,NA,NA
id-4225916214,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986718,NEGRO/ROJO,OTRA,VENTO,DESCONOCIDO,Av. Revolucion,Río magdalena,--,TIZAPAN SAN  ANGEL,Álvaro Obregón,,NA,NA
id-4225918652,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CE3989640,GRIS,OTRA,YAMAHA,DESCONOCIDO,eje central ,Victoria ,articulo 123,CENTRO,Cuauhtémoc,,NA,NA
id-4225917273,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5F7CH,NEGRO,OTRA,CARABELA,DESCONOCIDO,Eje 1,Santos Dumon ,Económia,AVIACIÓN CIVIL,Venustiano Carranza,,NA,NA
id-4225918546,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984441,AZUL,OTRA,ITALIKA,DESCONOCIDO,Canacuate ,mayas,xx,PEDREGAL DE SANTO  DOMINGO,Coyoacán,,NA,NA
id-4225916030,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,FL3979482,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Paraíso ,Av Ermita Iztapalapa ,xx,XALPA,Iztapalapa,,NA,NA
id-4225915972,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,FL3979480,GRIS,OTRA,ITALIKA,DESCONOCIDO,Av de las Torres ,Av Ermita Iztapalapa ,xx,AMPL. SANTIAGO ACAHUALTEPEC ,Iztapalapa,,NA,NA
id-4225921508,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CE3989645,GRIS,OTRA,ITALIKA,DESCONOCIDO,eje central ,Victoria ,articulo 123,CENTRO ,Cuauhtémoc,,NA,NA
id-4225915927,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,PI3981340,BLANCO,OTRA,ITALIKA,TRABAJO,av.tlahuac,venados,cisnes,LOS OLIVOS,Tláhuac,,NA,NA
id-4225916429,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982598,ROJO,OTRA,ITALIKA,DESCONOCIDO,taller,Galindo y villa,Genaro García,JARDÍN BALBUENA,Venustiano Carranza,,NA,NA
id-4225917495,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984437,GRIS,OTRA,VENTO,DESCONOCIDO,Tlalpan ,circuito Estadio Azteca ,ACOXPA ,EJIDO VIEJO  DE SANTA URSULA COAPA,Coyoacán,,NA,NA
id-4225919369,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TL3964965,AZUL,OTRA,KURAZAI,TRABAJO,avenida Tláhuac ,San Rafael Atlixco ,ejido ,SAN FRANCISCO TLALTENCO PUEBLO,Tláhuac,,NA,NA
id-4225914838,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988812,NEGRO,HONDA,HONDA,DESCONOCIDO,av 608,calle 699,calle 661,VILLAS DE ARAGON,Gustavo A. Madero,,NA,NA
